name,rank,count,prop100k,cum_prop100k,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic
BUELL,4985,6462,2.40,60069.13,95.36,1.07,0.53,0.39,1.18,1.49
BASTIAN,4986,6461,2.40,60071.52,87.80,5.48,0.79,0.36,1.36,4.21
BROADWAY,4986,6461,2.40,60073.92,66.80,29.35,0.20,0.39,2.06,1.21
BURD,4986,6461,2.40,60076.31,86.95,8.87,0.36,1.05,1.56,1.21
PENG,4989,6460,2.39,60078.71,3.13,0.40,78.30,0.15,1.39,16.63
GREENWELL,4990,6454,2.39,60081.10,94.10,3.46,0.40,0.17,0.96,0.91
VANOVER,4991,6453,2.39,60083.49,94.42,2.57,0.31,0.45,1.04,1.21
CORRELL,4992,6452,2.39,60085.88,94.59,2.63,0.28,0.45,0.74,1.30
TINDALL,4993,6450,2.39,60088.28,86.99,8.16,0.40,0.82,1.94,1.69
BILL,4994,6445,2.39,60090.66,75.25,12.12,1.30,5.26,1.75,4.31
MULCAHY,4995,6444,2.39,60093.05,96.57,0.16,0.51,0.37,1.10,1.29
DIONNE,4996,6443,2.39,60095.44,93.19,0.76,0.61,2.44,1.55,1.46
RATHBUN,4997,6438,2.39,60097.83,96.09,0.11,0.90,0.34,1.20,1.37
BAEZA,4998,6436,2.39,60100.21,6.18,0.33,0.37,0.19,0.44,92.50
BOOHER,4998,6436,2.39,60102.60,95.15,1.38,0.22,0.67,1.01,1.57
ATHERTON,5000,6435,2.39,60104.99,93.41,1.66,0.59,0.31,1.59,2.44
FRIED,5000,6435,2.39,60107.37,96.04,0.33,0.42,0.14,1.90,1.18
LAVIN,5000,6435,2.39,60109.76,88.10,0.73,0.62,0.23,1.12,9.20
MCGINLEY,5000,6435,2.39,60112.14,96.53,0.47,0.64,0.28,1.01,1.07
DONNELL,5004,6432,2.38,60114.53,71.81,22.68,0.37,1.79,1.55,1.79
BAYS,5005,6431,2.38,60116.91,92.05,4.14,0.40,0.56,1.40,1.45
RIEDEL,5006,6430,2.38,60119.29,95.18,0.40,0.48,0.30,1.17,2.47
GRENIER,5007,6429,2.38,60121.68,95.82,0.31,0.45,0.47,1.38,1.57
HAROLD,5008,6428,2.38,60124.06,70.38,24.19,0.73,0.78,1.88,2.04
STYLES,5008,6428,2.38,60126.44,64.90,31.49,0.30,0.44,1.45,1.43
ZACHARY,5008,6428,2.38,60128.83,74.52,20.40,0.37,0.54,2.19,1.98
WISDOM,5011,6425,2.38,60131.21,80.70,12.84,0.47,1.59,2.21,2.19
RALEY,5012,6424,2.38,60133.59,92.78,3.52,0.62,0.50,1.18,1.40
TAMEZ,5013,6423,2.38,60135.97,6.73,0.45,0.37,0.30,0.36,91.80
ARENA,5014,6421,2.38,60138.35,90.28,0.51,1.23,0.11,1.01,6.85
HAZELWOOD,5015,6419,2.38,60140.73,84.42,11.79,0.34,0.45,1.45,1.54
MORELLI,5015,6419,2.38,60143.11,94.55,0.22,0.39,0.22,1.17,3.46
SOMERVILLE,5015,6419,2.38,60145.49,70.93,25.77,0.41,0.23,1.48,1.18
LAPP,5018,6415,2.38,60147.87,97.18,0.25,0.55,0.19,0.92,0.92
ROOD,5019,6413,2.38,60150.24,94.25,1.09,0.76,0.45,1.51,1.93
SALEM,5019,6413,2.38,60152.62,76.06,3.27,3.59,0.30,12.13,4.65
ALBRITTON,5021,6412,2.38,60155.00,76.84,20.40,0.20,0.30,0.86,1.40
OLIVERA,5021,6412,2.38,60157.37,18.51,2.09,0.95,0.25,3.46,74.73
PAPE,5021,6412,2.38,60159.75,96.58,0.83,0.42,0.19,0.69,1.29
CARVAJAL,5024,6411,2.38,60162.13,7.53,0.19,1.79,0.12,0.42,89.94
ZAYAS,5025,6410,2.38,60164.50,10.50,1.68,0.50,0.22,0.25,86.85
MYER,5026,6408,2.38,60166.88,92.20,3.36,1.00,0.69,1.20,1.56
HAYNIE,5027,6406,2.37,60169.25,82.61,14.05,0.25,0.64,1.36,1.09
POHL,5027,6406,2.37,60171.63,91.34,0.33,0.73,0.36,1.23,6.01
MARISCAL,5029,6401,2.37,60174.00,4.19,0.22,0.36,0.16,0.47,94.61
WAMPLER,5029,6401,2.37,60176.37,96.66,0.42,0.48,0.30,0.97,1.17
LEEPER,5031,6400,2.37,60178.75,84.69,10.67,0.67,0.61,1.70,1.66
RIFE,5031,6400,2.37,60181.12,95.09,1.77,0.33,0.36,1.52,0.94
NEWHOUSE,5033,6399,2.37,60183.49,89.40,6.97,0.55,0.30,1.44,1.34
RODNEY,5034,6396,2.37,60185.86,68.18,26.58,0.61,0.23,2.17,2.22
KINGSTON,5035,6395,2.37,60188.23,87.60,8.41,0.67,0.44,1.13,1.75
SPITZER,5035,6395,2.37,60190.60,96.31,0.31,0.39,0.19,1.41,1.39
VANDENBERG,5035,6395,2.37,60192.97,96.58,0.16,0.59,0.45,0.88,1.34
WESSEL,5038,6394,2.37,60195.34,96.48,0.27,0.70,0.33,1.30,0.92
DURDEN,5039,6389,2.37,60197.71,61.53,34.89,0.31,0.39,1.67,1.21
HARTZELL,5039,6389,2.37,60200.08,97.21,0.31,0.33,0.23,0.95,0.95
MARQUES,5041,6386,2.37,60202.45,67.13,1.93,0.77,0.45,5.97,23.76
BORN,5042,6385,2.37,60204.82,95.63,1.24,1.00,0.23,0.94,0.96
SCRIBNER,5043,6384,2.37,60207.18,91.71,3.63,0.66,0.64,1.43,1.93
GERMAIN,5044,6380,2.37,60209.55,71.02,21.82,0.66,0.52,3.28,2.71
ROCCO,5044,6380,2.37,60211.91,92.46,0.49,0.67,0.17,1.14,5.06
TINOCO,5046,6379,2.36,60214.28,3.62,0.20,0.67,0.16,0.41,94.94
MUSSELMAN,5047,6375,2.36,60216.64,97.00,0.16,0.35,0.09,0.82,1.58
VALDOVINOS,5047,6375,2.36,60219.00,2.87,0.13,(S),(S),0.13,96.74
CRITTENDEN,5049,6374,2.36,60221.37,66.49,25.02,0.28,3.66,2.73,1.82
PARSLEY,5049,6374,2.36,60223.73,93.05,3.34,0.27,0.22,1.57,1.55
VICENTE,5049,6374,2.36,60226.09,13.15,1.73,11.89,2.56,4.79,65.89
HULSE,5052,6373,2.36,60228.45,92.45,1.79,0.77,0.52,1.71,2.76
MCCLEARY,5052,6373,2.36,60230.82,84.50,11.61,0.60,0.28,1.19,1.82
TIBBETTS,5052,6373,2.36,60233.18,94.29,0.08,0.47,2.29,1.63,1.24
BARBOZA,5055,6371,2.36,60235.54,23.75,3.80,0.93,0.30,5.54,65.69
VELARDE,5056,6367,2.36,60237.90,12.63,0.14,4.22,2.54,0.86,79.60
BRODIE,5057,6365,2.36,60240.26,68.81,26.17,0.52,1.07,1.54,1.89
BEAUDOIN,5058,6364,2.36,60242.62,94.25,1.95,0.42,0.30,1.73,1.35
MOREIRA,5059,6363,2.36,60244.98,35.74,2.17,0.49,0.08,5.39,56.14
JARA,5060,6359,2.36,60247.34,10.85,(S),2.39,(S),0.86,85.50
MAGGARD,5060,6359,2.36,60249.69,95.25,0.97,0.22,0.93,1.27,1.35
FERRANTE,5062,6355,2.36,60252.05,94.37,0.88,0.46,0.25,1.72,2.33
OVERBY,5063,6354,2.36,60254.40,85.03,11.80,0.31,0.60,1.10,1.15
FRIESEN,5064,6353,2.36,60256.76,95.88,0.30,0.76,0.22,1.23,1.62
VIOLA,5064,6353,2.36,60259.11,91.83,0.99,2.50,0.20,0.88,3.59
NELSEN,5066,6352,2.35,60261.47,96.41,0.44,0.63,0.38,0.93,1.21
HASH,5067,6351,2.35,60263.82,86.71,9.78,0.39,0.54,1.28,1.31
DEESE,5068,6350,2.35,60266.18,78.19,10.22,0.31,8.46,1.45,1.37
DOANE,5068,6350,2.35,60268.53,95.07,1.18,1.06,0.16,1.37,1.17
MESSICK,5070,6349,2.35,60270.88,95.97,1.45,0.25,0.35,0.82,1.17
BAY,5071,6346,2.35,60273.24,85.53,5.96,3.15,0.60,1.76,2.99
ANTON,5072,6345,2.35,60275.59,82.74,1.18,1.72,0.90,1.50,11.96
INGERSOLL,5073,6344,2.35,60277.94,93.33,1.99,0.52,0.74,1.40,2.02
SAUCIER,5073,6344,2.35,60280.29,91.20,5.39,0.36,0.61,1.43,0.99
KWIATKOWSKI,5075,6342,2.35,60282.64,97.27,0.16,0.36,0.16,1.10,0.95
RAWSON,5076,6340,2.35,60284.99,95.14,1.18,0.65,0.33,1.29,1.40
BROPHY,5077,6339,2.35,60287.34,96.47,0.33,0.41,0.17,1.03,1.59
LADNER,5077,6339,2.35,60289.69,94.51,3.14,0.17,0.24,0.88,1.06
LEHR,5079,6338,2.35,60292.04,96.42,0.46,0.55,0.27,0.92,1.39
WEIL,5079,6338,2.35,60294.39,95.20,1.04,0.63,0.28,0.98,1.86
YOCUM,5079,6338,2.35,60296.74,93.15,2.68,0.54,0.71,1.31,1.61
BRASHER,5082,6337,2.35,60299.09,91.34,4.70,0.28,0.50,1.26,1.91
DENISON,5083,6336,2.35,60301.44,94.46,1.14,0.58,0.71,1.64,1.47
HUTCHERSON,5083,6336,2.35,60303.79,62.42,33.98,0.28,0.51,1.67,1.14
STOWERS,5085,6333,2.35,60306.14,74.85,19.97,0.96,0.60,2.21,1.41
GELLER,5086,6331,2.35,60308.48,96.10,0.47,0.43,0.30,1.15,1.55
FORTENBERRY,5087,6330,2.35,60310.83,82.31,15.06,0.13,0.25,1.20,1.06
CONYERS,5088,6329,2.35,60313.18,40.29,56.17,0.24,0.40,1.55,1.36
STEBBINS,5088,6329,2.35,60315.52,94.30,1.74,0.40,0.46,1.47,1.64
TOOLE,5090,6328,2.35,60317.87,88.10,8.68,0.30,0.46,1.07,1.39
STOKER,5091,6327,2.35,60320.21,88.37,7.84,0.32,0.63,1.11,1.74
RODEN,5092,6325,2.34,60322.56,92.58,3.60,0.38,0.96,1.11,1.36
CHITWOOD,5093,6324,2.34,60324.90,96.14,0.52,0.32,0.76,0.96,1.30
BEEMAN,5094,6322,2.34,60327.25,91.62,4.22,0.55,0.49,1.31,1.80
FANNIN,5095,6321,2.34,60329.59,89.23,7.64,0.46,0.30,1.23,1.14
STRAIT,5096,6319,2.34,60331.93,91.42,4.95,0.30,0.73,1.23,1.36
MARLOWE,5097,6318,2.34,60334.27,90.19,6.11,0.28,0.59,1.11,1.73
GREENWALD,5098,6316,2.34,60336.61,96.64,0.35,0.65,0.14,0.78,1.44
HANN,5098,6316,2.34,60338.96,90.01,4.20,2.45,0.28,1.68,1.38
STUMPF,5100,6315,2.34,60341.30,96.83,0.11,0.54,0.25,0.92,1.35
SAMANIEGO,5101,6314,2.34,60343.64,7.10,0.29,5.24,0.25,0.71,86.41
COLTON,5102,6313,2.34,60345.98,84.10,10.60,0.54,0.62,1.50,2.65
BOGART,5103,6310,2.34,60348.32,95.64,0.84,0.36,0.51,1.14,1.51
MOREL,5104,6309,2.34,60350.66,44.78,2.62,0.48,0.25,0.79,51.09
MONTELONGO,5105,6308,2.34,60352.99,4.61,0.08,0.11,0.57,0.44,94.18
BOYLAN,5106,6306,2.34,60355.33,93.85,2.68,0.49,0.25,1.09,1.63
GUIDO,5107,6302,2.34,60357.67,69.31,1.13,0.97,0.13,0.97,27.50
HORSLEY,5107,6302,2.34,60360.00,81.67,14.76,0.49,0.44,1.36,1.27
WYRICK,5107,6302,2.34,60362.34,85.89,9.97,0.13,1.13,1.08,1.81
TENORIO,5110,6301,2.34,60364.68,7.01,0.43,7.68,9.14,1.38,74.35
SALLEE,5111,6299,2.34,60367.01,85.57,4.56,6.13,0.87,1.25,1.62
MOREHOUSE,5112,6298,2.33,60369.35,93.28,3.14,0.49,0.59,1.25,1.24
WHYTE,5112,6298,2.33,60371.68,61.45,32.38,0.79,1.00,2.00,2.38
NEILSON,5114,6297,2.33,60374.01,94.35,1.94,0.67,0.35,1.48,1.22
WATANABE,5115,6295,2.33,60376.35,6.39,0.14,83.94,0.10,7.47,1.97
MAGALLANES,5116,6294,2.33,60378.68,4.37,0.13,4.00,0.13,0.86,90.51
MUDD,5116,6294,2.33,60381.01,90.36,6.75,0.52,0.35,1.13,0.89
BRIGHAM,5118,6291,2.33,60383.35,80.81,15.45,0.48,0.59,1.16,1.51
KIEFFER,5118,6291,2.33,60385.68,95.69,0.30,0.25,0.68,1.13,1.94
DOLLAR,5120,6289,2.33,60388.01,90.84,4.80,0.43,0.89,1.83,1.21
ALBANESE,5121,6286,2.33,60390.34,96.50,(S),0.59,(S),0.78,1.83
HUSS,5121,6286,2.33,60392.67,95.90,1.24,0.60,0.27,0.64,1.35
HIXSON,5123,6285,2.33,60395.00,92.25,4.44,0.35,0.56,1.10,1.30
ROUNDS,5123,6285,2.33,60397.33,81.64,13.64,0.60,0.48,1.59,2.05
SPIEGEL,5123,6285,2.33,60399.66,96.69,0.41,0.53,0.14,1.08,1.15
BLANCHETTE,5126,6284,2.33,60401.99,94.75,1.94,0.41,0.22,1.03,1.64
ORTH,5126,6284,2.33,60404.32,96.26,0.22,0.46,0.22,1.08,1.75
VANDERPOOL,5126,6284,2.33,60406.65,87.65,5.41,0.41,1.45,1.48,3.60
PFAFF,5129,6282,2.33,60408.98,96.86,0.25,0.38,0.59,0.81,1.10
SHREVE,5129,6282,2.33,60411.30,95.02,1.15,0.53,0.41,1.02,1.88
SPECK,5129,6282,2.33,60413.63,95.11,0.64,0.64,1.03,1.03,1.54
SEVILLA,5132,6281,2.33,60415.96,7.86,0.56,15.38,0.22,1.48,74.49
NERI,5133,6280,2.33,60418.29,41.86,1.27,6.34,0.13,1.46,48.93
ROHR,5134,6272,2.33,60420.61,96.22,0.37,0.46,0.77,0.88,1.31
RUBLE,5135,6270,2.32,60422.94,95.98,0.80,0.70,0.26,0.85,1.42
VANPELT,5135,6270,2.32,60425.26,91.32,3.72,0.45,1.61,1.16,1.74
CARAWAY,5137,6268,2.32,60427.59,78.96,16.31,0.53,0.78,1.56,1.87
RICKMAN,5137,6268,2.32,60429.91,86.81,7.75,0.29,1.31,1.95,1.90
BERNDT,5139,6267,2.32,60432.23,97.03,0.22,0.40,0.35,0.97,1.02
MCHALE,5139,6267,2.32,60434.56,96.20,0.38,0.56,0.26,0.94,1.66
INGALLS,5141,6264,2.32,60436.88,95.02,1.50,0.61,0.34,1.23,1.31
ROYBAL,5142,6263,2.32,60439.20,15.28,0.26,0.26,2.22,0.75,81.24
MONEY,5143,6261,2.32,60441.52,85.90,9.54,0.78,0.43,1.45,1.90
MCDOUGALL,5144,6258,2.32,60443.84,90.97,2.64,0.61,1.10,2.14,2.54
MELANCON,5144,6258,2.32,60446.16,85.16,12.46,0.18,0.27,0.75,1.18
WELLINGTON,5146,6257,2.32,60448.48,58.33,34.39,1.01,1.25,2.54,2.48
INGRAHAM,5147,6256,2.32,60450.80,85.23,11.19,0.45,0.70,0.91,1.52
RITZ,5148,6255,2.32,60453.12,94.95,0.43,0.56,0.38,0.91,2.77
LASHLEY,5149,6254,2.32,60455.44,70.29,25.60,0.27,0.51,1.90,1.42
MARCHAND,5150,6251,2.32,60457.75,87.97,3.70,0.42,2.48,1.36,4.08
SCHATZ,5151,6250,2.32,60460.07,96.21,0.30,0.64,0.24,1.28,1.33
EBY,5152,6249,2.32,60462.39,94.78,1.06,0.62,0.40,1.42,1.71
HEISER,5152,6249,2.32,60464.70,97.42,0.18,0.50,0.21,0.94,0.75
ORTON,5154,6246,2.32,60467.02,93.63,2.35,0.53,0.59,1.30,1.60
WIMMER,5154,6246,2.32,60469.33,96.00,0.30,0.50,0.48,1.31,1.41
ATCHLEY,5156,6244,2.31,60471.65,94.57,0.96,0.37,1.22,1.57,1.31
MUMFORD,5156,6244,2.31,60473.96,70.60,25.22,0.66,0.19,1.49,1.84
BAHENA,5158,6240,2.31,60476.28,1.70,0.18,0.14,(S),(S),97.85
BUEHLER,5159,6238,2.31,60478.59,96.95,(S),0.51,(S),0.95,1.23
GAMMON,5159,6238,2.31,60480.90,89.96,6.65,0.42,0.45,0.95,1.57
FIKE,5161,6237,2.31,60483.21,94.87,1.96,0.43,0.46,1.07,1.20
PLANK,5162,6235,2.31,60485.53,96.50,0.29,0.43,0.64,1.07,1.06
CARRIGAN,5163,6234,2.31,60487.84,91.29,4.86,0.64,0.26,1.17,1.78
KEMPF,5164,6232,2.31,60490.15,96.31,0.16,0.74,0.45,1.36,0.98
CUNDIFF,5165,6231,2.31,60492.46,93.29,3.58,0.32,0.40,1.25,1.16
SAULS,5166,6227,2.31,60494.76,76.59,20.43,0.24,0.39,1.17,1.19
SO,5166,6227,2.31,60497.07,2.76,0.51,92.71,0.14,2.84,1.03
MOHLER,5168,6224,2.31,60499.38,96.06,0.24,0.92,0.27,1.08,1.43
GRILLO,5169,6221,2.31,60501.69,87.25,0.68,0.48,0.13,1.17,10.29
PRICHARD,5170,6219,2.31,60503.99,94.36,2.67,0.47,0.47,0.84,1.21
PASTOR,5171,6214,2.30,60506.29,54.07,1.90,6.37,0.11,1.35,36.19
PRASAD,5172,6212,2.30,60508.60,3.24,1.01,77.08,0.69,16.48,1.50
BABIN,5173,6210,2.30,60510.90,92.19,4.64,0.31,0.34,0.64,1.88
BONTRAGER,5174,6208,2.30,60513.20,98.16,0.13,0.14,0.23,0.77,0.56
WEDDLE,5175,6207,2.30,60515.50,89.85,6.09,0.47,0.53,1.08,1.98
ALBERTS,5176,6205,2.30,60517.80,92.86,2.35,0.40,1.55,1.06,1.77
THEIS,5177,6204,2.30,60520.10,96.45,0.34,0.56,0.32,0.95,1.37
LEMOINE,5178,6201,2.30,60522.40,92.95,2.32,0.27,0.26,0.84,3.35
HARTNETT,5179,6200,2.30,60524.70,95.31,0.84,0.37,0.24,1.19,2.05
KINGSBURY,5179,6200,2.30,60527.00,93.02,2.60,0.40,0.32,1.16,2.50
BARAN,5181,6198,2.30,60529.29,93.06,0.50,1.52,0.08,1.97,2.87
BIRMINGHAM,5181,6198,2.30,60531.59,86.80,8.50,0.47,0.56,1.21,2.45
GAULT,5183,6197,2.30,60533.89,88.90,7.29,0.31,0.77,1.16,1.57
THORP,5184,6194,2.30,60536.19,93.98,2.18,0.40,0.68,1.07,1.70
OBRYAN,5185,6192,2.30,60538.48,94.33,1.52,0.34,0.52,1.34,1.95
WYANT,5185,6192,2.30,60540.78,95.12,0.63,0.37,0.74,1.58,1.55
CAMARA,5187,6188,2.29,60543.07,55.56,21.22,3.52,0.10,6.22,13.38
SANTACRUZ,5187,6188,2.29,60545.36,8.47,0.92,2.05,0.21,0.71,87.64
WHITEHOUSE,5189,6187,2.29,60547.66,92.35,0.70,0.36,4.28,1.24,1.07
EVENSON,5190,6186,2.29,60549.95,95.36,0.61,0.52,1.02,1.12,1.37
HALVORSON,5191,6184,2.29,60552.24,96.33,0.18,0.53,0.70,1.41,0.86
PALMIERI,5192,6183,2.29,60554.54,95.23,(S),0.34,(S),1.08,3.07
DEW,5193,6180,2.29,60556.83,75.29,19.87,1.17,1.00,1.67,1.00
HANNAN,5193,6180,2.29,60559.12,91.49,2.02,3.24,0.37,1.57,1.31
AU,5195,6177,2.29,60561.41,8.98,(S),84.80,(S),4.10,1.78
CLICK,5196,6176,2.29,60563.70,93.26,3.32,0.32,0.60,1.33,1.17
NOLTE,5196,6176,2.29,60565.99,96.31,0.53,0.42,0.24,0.81,1.68
WOOLEY,5196,6176,2.29,60568.28,83.58,12.19,0.53,0.63,1.44,1.62
EBERHARDT,5199,6173,2.29,60570.56,84.69,11.26,0.53,0.28,1.39,1.85
HUNG,5199,6173,2.29,60572.85,5.62,0.89,86.00,0.23,3.01,4.24
RAWLINS,5199,6173,2.29,60575.14,77.58,16.46,1.09,0.40,2.28,2.19
SADOWSKI,5202,6172,2.29,60577.43,96.50,0.29,0.45,0.19,1.13,1.43
SARABIA,5203,6170,2.29,60579.72,4.55,0.16,3.58,0.50,0.62,90.58
MILLAR,5204,6168,2.29,60582.00,91.57,2.72,1.22,0.31,1.43,2.76
SOULE,5204,6168,2.29,60584.29,93.77,1.86,0.71,0.47,1.44,1.73
ENGSTROM,5206,6166,2.29,60586.57,96.04,0.13,0.81,0.31,1.20,1.51
COWLES,5207,6165,2.29,60588.86,92.18,3.65,0.41,0.78,1.61,1.38
RUNYAN,5208,6162,2.28,60591.14,95.96,0.54,0.31,0.41,1.02,1.77
MITCHEL,5209,6161,2.28,60593.43,57.18,34.98,0.71,1.22,2.22,3.68
TORRENCE,5210,6160,2.28,60595.71,49.27,46.09,0.28,0.34,2.01,2.01
HEWETT,5211,6159,2.28,60597.99,88.57,7.36,0.47,0.65,1.40,1.56
SILVERSTEIN,5211,6159,2.28,60600.28,95.86,0.32,0.91,0.10,1.23,1.57
PILGRIM,5213,6157,2.28,60602.56,77.03,18.04,0.54,0.63,2.08,1.67
YEH,5214,6153,2.28,60604.84,2.91,(S),93.82,(S),2.47,0.59
ROSENFELD,5215,6152,2.28,60607.12,95.42,0.46,(S),(S),2.03,1.63
HATLEY,5216,6151,2.28,60609.40,86.96,9.07,0.36,0.60,1.56,1.45
MULHOLLAND,5216,6151,2.28,60611.68,94.86,1.15,0.76,0.50,1.33,1.38
FAWCETT,5218,6149,2.28,60613.96,94.02,1.20,0.75,1.30,1.02,1.71
DELROSARIO,5219,6147,2.28,60616.24,6.78,0.34,61.09,0.11,4.21,27.46
CHINN,5220,6146,2.28,60618.52,49.92,18.32,24.70,0.59,4.98,1.50
BAYLESS,5221,6145,2.28,60620.80,89.94,6.12,0.39,0.52,1.40,1.63
DEE,5222,6144,2.28,60623.07,76.30,8.19,7.78,4.18,1.69,1.86
DEANE,5223,6143,2.28,60625.35,85.45,9.12,0.93,1.09,1.76,1.66
ARRIOLA,5224,6140,2.28,60627.63,11.07,0.85,7.70,0.57,1.19,78.62
DUDA,5225,6139,2.28,60629.90,97.23,0.31,0.28,0.10,0.88,1.21
KOSTER,5226,6137,2.27,60632.18,95.93,0.49,0.49,0.46,1.21,1.43
KARL,5227,6135,2.27,60634.45,94.46,1.47,0.93,0.28,1.06,1.81
RATH,5227,6135,2.27,60636.73,89.89,0.68,6.24,0.51,1.39,1.29
WEILAND,5229,6133,2.27,60639.00,97.28,0.13,0.39,0.16,0.62,1.42
LEMMON,5230,6132,2.27,60641.27,91.34,4.92,0.49,0.29,1.27,1.68
BLAINE,5231,6131,2.27,60643.54,80.77,12.04,0.72,2.77,2.06,1.65
MARSTON,5232,6127,2.27,60645.82,92.00,4.57,0.57,0.44,1.08,1.34
SCOFIELD,5232,6127,2.27,60648.09,93.93,2.58,0.39,0.24,1.32,1.53
GIST,5234,6126,2.27,60650.36,50.15,44.22,0.38,1.11,2.40,1.75
PINCKNEY,5234,6126,2.27,60652.63,26.20,70.76,0.21,0.29,1.63,0.90
MORITZ,5236,6125,2.27,60654.90,96.67,0.20,0.47,0.33,0.65,1.68
MCLELLAN,5237,6122,2.27,60657.17,88.42,5.93,0.75,0.69,1.47,2.74
FULKERSON,5238,6121,2.27,60659.44,95.95,0.51,0.33,0.52,1.37,1.32
GAYNOR,5238,6121,2.27,60661.71,79.59,16.78,0.60,0.08,1.34,1.60
PITRE,5240,6119,2.27,60663.98,70.21,18.97,0.74,0.83,1.31,7.94
COBBS,5241,6117,2.27,60666.24,23.48,71.62,0.23,0.54,2.13,2.01
WARRICK,5241,6117,2.27,60668.51,80.73,14.91,1.01,0.51,1.67,1.18
GUERIN,5243,6115,2.27,60670.78,87.11,6.20,0.54,0.51,1.08,4.56
MEACHAM,5243,6115,2.27,60673.04,91.71,4.43,0.51,0.62,1.34,1.39
PASSMORE,5245,6114,2.27,60675.31,80.37,15.57,0.41,0.65,1.24,1.75
TEDESCO,5245,6114,2.27,60677.58,95.75,0.20,0.59,0.13,1.18,2.16
NORTHCUTT,5247,6112,2.27,60679.84,89.19,6.33,0.46,0.72,1.39,1.91
COWELL,5248,6110,2.26,60682.11,86.14,9.35,0.54,0.75,1.73,1.49
ISON,5248,6110,2.26,60684.37,86.55,7.20,3.37,0.49,0.97,1.42
REAM,5250,6109,2.26,60686.64,95.02,0.44,1.52,0.39,1.34,1.28
WALTHER,5251,6108,2.26,60688.90,95.89,0.49,0.49,0.25,1.24,1.64
MERAZ,5252,6106,2.26,60691.16,4.75,0.29,0.16,0.25,0.33,94.22
TRIBBLE,5253,6105,2.26,60693.43,67.94,27.44,0.41,0.59,1.93,1.69
BUMGARNER,5254,6104,2.26,60695.69,95.95,0.64,0.48,0.90,0.97,1.06
DAWES,5255,6097,2.26,60697.95,75.23,14.32,0.52,6.17,1.62,2.13
GABBARD,5255,6097,2.26,60700.21,95.41,0.13,0.39,0.98,1.36,1.72
CHILTON,5257,6096,2.26,60702.47,88.24,7.23,0.39,1.07,1.44,1.62
MONCADA,5257,6096,2.26,60704.73,8.79,0.15,1.51,0.15,0.49,88.91
DEWEESE,5259,6094,2.26,60706.99,95.90,1.26,0.33,0.33,1.13,1.05
RIGBY,5260,6091,2.26,60709.25,89.49,6.94,0.77,0.25,1.33,1.21
BAYLOR,5261,6090,2.26,60711.51,44.93,48.80,1.30,0.28,1.63,3.07
MARTE,5261,6090,2.26,60713.76,11.72,1.08,1.87,0.11,0.92,84.29
SHINE,5263,6083,2.25,60716.02,61.65,33.40,1.15,0.10,1.78,1.92
VALENTINO,5263,6083,2.25,60718.27,88.89,1.71,1.59,0.62,1.10,6.08
AUGUST,5265,6082,2.25,60720.53,70.27,23.23,0.56,0.51,2.48,2.94
BILLUPS,5265,6082,2.25,60722.78,29.30,66.56,0.28,0.48,2.12,1.27
JARMAN,5267,6079,2.25,60725.04,87.15,9.18,0.46,0.54,1.27,1.40
JACKS,5268,6077,2.25,60727.29,81.92,13.87,0.33,0.91,1.61,1.37
COFFEE,5269,6076,2.25,60729.54,71.31,23.37,0.30,1.50,1.73,1.79
FRIEDRICH,5269,6076,2.25,60731.79,96.84,(S),0.33,(S),0.92,1.55
MARLEY,5271,6075,2.25,60734.04,89.12,6.29,0.69,0.46,1.51,1.93
HASAN,5272,6074,2.25,60736.30,22.84,22.04,40.35,0.21,12.74,1.81
PENNELL,5273,6072,2.25,60738.55,95.11,1.48,0.38,0.41,1.22,1.40
ABERCROMBIE,5274,6071,2.25,60740.80,81.09,15.63,0.31,0.59,1.20,1.17
BAZAN,5275,6070,2.25,60743.05,16.43,0.53,0.25,0.23,0.53,82.04
STRICKLER,5275,6070,2.25,60745.30,96.29,0.68,0.44,0.76,0.91,0.92
BRUTON,5277,6069,2.25,60747.55,69.19,26.59,0.38,0.58,1.32,1.94
LAMM,5278,6065,2.25,60749.80,94.43,1.06,0.91,0.21,1.32,2.08
PENDER,5278,6065,2.25,60752.04,67.73,28.52,0.49,0.40,1.50,1.35
WINGFIELD,5278,6065,2.25,60754.29,64.14,32.12,0.46,0.48,1.50,1.30
HOFFER,5281,6064,2.25,60756.54,95.94,0.54,0.43,0.46,1.02,1.60
CHAPLIN,5282,6063,2.25,60758.79,76.55,19.58,0.41,0.28,1.42,1.76
ZAHN,5282,6063,2.25,60761.04,95.22,0.28,0.94,0.64,1.32,1.60
REINKE,5284,6062,2.25,60763.28,97.79,0.15,0.36,0.30,0.59,0.81
LAROSA,5285,6060,2.25,60765.53,80.00,1.02,3.71,0.21,1.80,13.25
MAUPIN,5285,6060,2.25,60767.78,88.81,5.92,0.45,1.37,1.72,1.73
BUNNELL,5287,6058,2.25,60770.02,94.12,2.16,0.58,0.54,1.21,1.39
GUO,5287,6058,2.25,60772.27,0.91,(S),97.59,(S),0.92,0.40
HASSELL,5287,6058,2.25,60774.51,74.07,21.43,0.45,0.51,1.67,1.88
GALAN,5290,6057,2.25,60776.76,14.88,0.46,2.67,0.45,0.88,80.67
PASCHAL,5290,6057,2.25,60779.00,65.03,27.67,3.76,0.54,1.90,1.09
BROWDER,5292,6056,2.24,60781.25,71.60,25.00,0.26,0.35,1.75,1.04
