Judge Identification Number,Judge Last Name,Judge First Name,Judge Middle Name,Suffix,Birth month,Birth day,Birth year,Place of Birth (City),Place of Birth (State),Death month,Death day,Death year,Place of Death (City),Place of Death (State),Gender,Race or Ethnicity,Judge Identification Number,Court Name,Court Type,President name,Party Affiliation of President,Renominating President name,Party Affiliation of Renominating President,Nomination Date Senate Executive Journal,ABA Rating,Recess Appointment date,Vice last name (predecessor),Vice first name (predecessor),Authorization legislation,Referral date (referral to Judicial Committee),Report number,Committee action,Committee action date,Hearings,Senate voice vote,Senate vote Ayes/Nays,Senate Vote Date (Confirmation Date),Commission Date,Date of Service as Chief Judge (begin),Date of Service as Chief Judge (end),Second Date of Service as Chief Judge (begin),Second Date of Service as Chief Judge (end),Retirement from Active Service,Date of Termination,Termination specific reason,Judge Identification Number,Court Name (2),Court Type (2),President name (2),Party Affiliation of President (2),Renominating President name (2),Party Affiliation of Renominating President (2),Nomination Date Senate Executive Journal (2),ABA Rating (2),Recess Appointment date (2),Vice last name (predecessor) (2),Vice first name (predecessor) (2),Authorization legislation (2),referral date (referral to Judicial Committee) (2),Report number (2),committee action (2),Committee action date (2),Hearings (2),Senate voice vote (2),Senate vote Ayes/Nays (2),Senate Vote Date (Confirmation Date) (2),Commission Date (2),Date of Service as Chief Judge (begin) (2),Date of Service as Chief Judge (end) (2),Second Date of Service as Chief Judge (begin) (2),Second Date of Service as Chief Judge (end) (2),Retirement from Active Service (2),Date of Termination (2),Termination specific reason (2),Judge Identification Number,Court Name (3),Court Type (3),President name (3),Party Affiliation of President (3),Renominating President name (3),Party Affiliation of Renominating President (3),Nomination Date Senate Executive Journal (3),ABA Rating (3),Recess Appointment date (3),Vice last name (predecessor) (3),Vice first name (predecessor) (3),Authorization legislation (3),referral date (referral to Judicial Committee) (3),Report number (3),committee action (3),Committee action date (3),Hearings (3),Senate voice vote (3),Senate vote Ayes/Nays (3),Senate Vote Date (Confirmation Date) (3),Commission Date (3),Date of Service as Chief Judge (begin) (3),Date of Service as Chief Judge (end) (3),Second Date of Service as Chief Judge (begin) (3),Second Date of Service as Chief Judge (end) (3),Retirement from Active Service (3),Date of Termination (3),Termination specific reason (3),Judge Identification Number,Court Name (4),Court Type (4),President name (4),Party Affiliation of President (4),Renominating President name (4),Party Affiliation of Renominating President (4),Nomination Date Senate Executive Journal (4),ABA Rating (4),Recess Appointment date (4),Vice last name (predecessor) (4),Vice first name (predecessor) (4),Authorization legislation (4),referral date (referral to Judicial Committee) (4),Report number (4),committee action (4),Committee action date (4),Hearings (4),Senate voice vote (4),Senate vote Ayes/Nays (4),Senate Vote Date (Confirmation Date) (4),Commission Date (4),Date of Service as Chief Judge (begin) (4),Date of Service as Chief Judge (end) (4),Second Date of Service as Chief Judge (begin) (4),Second Date of Service as Chief Judge (end) (4),Retirement from Active Service (4),Date of Termination (4),Termination specific reason (4),Judge Identification Number,Court Name (5),Court Type (5),President name (5),Party Affiliation of President (5),Renominating President name (5),Party Affiliation of Renominating President (5),Nomination Date Senate Executive Journal (5),ABA Rating (5),Recess Appointment date (5),Vice last name (predecessor) (5),Vice first name (predecessor) (5),Authorization legislation (5),referral date (referral to Judicial Committee) (5),Report number (5),committee action (5),Committee action date (5),Hearings (5),Senate voice vote (5),Senate vote Ayes/Nays (5),Senate Vote Date (Confirmation Date) (5),Commission Date (5),Date of Service as Chief Judge (begin) (5),Date of Service as Chief Judge (end) (5),Second Date of Service as Chief Judge (begin) (5),Second Date of Service as Chief Judge (end) (5),Retirement from Active Service (5),Date of Termination (5),Termination specific reason (5),Judge Identification Number,Court Name (6),Court Type (6),President name (6),Party Affiliation of President (6),Nomination Date Senate Executive Journal (6),Renominating President name (6),Party Affiliation of Renominating President (6),ABA Rating (6),Recess Appointment date (6),Vice last name (predecessor) (6),Vice first name (predecessor) (6),Authorization legislation (6),referral date (referral to Judicial Committee) (6),Report number (6),committee action (6),Committee action date (6),Hearings (6),Senate voice vote (6),Senate vote Ayes/Nays (6),Senate Vote Date (Confirmation Date) (6),Commission Date (6),Date of Service as Chief Judge (begin) (6),Date of Service as Chief Judge (end) (6),Second Date of Service as Chief Judge (begin) (6),Second Date of Service as Chief Judge (end) (6),Retirement from Active Service (6),Date of Termination (6),Termination specific reason (6),Name of School,Degree,Degree year,Name of School (2),Degree (2),Degree year (2),Name of School (3),Degree (3),Degree year (3),Name of School (4),Degree (4),Degree year (4),Name of School (5),Degree  (5),Degree year (5),Employment text field,Bankruptcy and Magistrate service
9,Adams,Elmer,Bragg, ,10,27,1842,Pomfret,VT,10,24,1916,St. Louis,MO,M,White,9,"U. S. District Court, Eastern District of Missouri",USDC,Grover Cleveland,Democratic,,,12/04/1895, ,05/17/1895,Priest,Henry S., ,12/04/1895, ,Reported With Recommendation,12/09/1895, ,Yes, ,12/09/1895,12/09/1895,,,,,,05/29/1905,Appointment to Another Judicial Position,9,U. S. Circuit Courts for the Eighth Circuit,USCC (1869),Theodore Roosevelt,Republican,,,12/05/1905, ,05/20/1905,Thayer,Amos Madden, ,12/06/1905, ,Reported With Recommendation,12/11/1905, ,Yes, ,12/12/1905,12/12/1905,,,,,,12/31/1911,Abolition of Court,9,U. S. Court of Appeals for the Eighth Circuit,USCA,Theodore Roosevelt,Republican,,,12/05/1905, ,05/20/1905,Thayer,Amos Madden, ,12/06/1905, ,Reported With Recommendation,12/11/1905, ,Yes, ,12/12/1905,12/12/1905,,,,,,10/24/1916,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale College,B.A.,1865,Harvard Law School, ,1868,,,,,,,,,,"Teacher, American Union Commission, Georgia, 1865-1866<BR>Private practice, St. Louis, Missouri, 1866-1879, 1884-1895<BR>Judge, Circuit Court of Missouri, St. Louis Circuit, 1879-1884",
10,Adams,George, , ,8,1,1784,Lynchburg,VA,8,14,1844,Jackson,MS,M,White,10,"U. S. District Court, District of Mississippi",USDC,Andrew Jackson,Democratic,,,01/12/1836, ,,Ellis,Powhatan, ,01/13/1836, ,Reported Without Recommendation,01/20/1836, ,Yes, ,01/20/1836,01/20/1836,,,,,,06/18/1838,Reassignment,10,"U. S. District Court, Northern District of Mississippi",USDC,Reassignment,Reassignment,,,, ,,new, ,5 Stat. 247,, , ,, , , ,,06/18/1838,,,,,,09/30/1838,Resignation,10,"U. S. District Court, Southern District of Mississippi",USDC,Reassignment,Reassignment,,,, ,,new, ,5 Stat. 247,, , ,, , , ,,06/18/1838,,,,,,09/30/1838,Resignation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Read law, ,1810,,,,,,,,,,,,,"Private practice, Frankfort, Kentucky, 1810-1825<BR>State representative, Kentucky, 1810-1811, 1814<BR>Private practice, Natchez, Mississippi, 1825-1827, 1829-1830<BR>Attorney general, State of Mississippi, 1828-1829<BR>U.S. attorney for the District of Mississippi, 1830-1836<BR>Private practice, Jackson, Mississippi, 1838-1844",
11,Adams,George,Bethune, ,4,3,1845,Philadelphia,PA,10,9,1911, , ,M,White,11,"U. S. District Court, Southern District of New York",USDC,William McKinley,Republican,,,12/05/1901, ,08/30/1901,Brown,Addison, ,12/05/1901, ,Reported With Recommendation,12/16/1901, ,Yes, ,12/17/1901,12/17/1901,,,,,,10/09/1911,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Read law, ,1878,,,,,,,,,,,,,"U.S. Army, 1861-1871<BR>Merchant, 1871-1878<BR>Private practice, 1883-",
12,Adams,Henry,Lee,Jr.,,,1945,Jacksonville,FL, , , , , ,M,African American,12,"U. S. District Court, Middle District of Florida",USDC,William J. Clinton,Democratic,,,10/29/1993,Qualified,,Black,Susan H., ,11/01/1993, ,Reported Without Recommendation,11/18/1993, ,Yes, ,11/20/1993,11/24/1993,,,,,04/08/2010,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Florida A&M University,B.S.,1966,Howard University School of Law,J.D.,1969,,,,,,,,,,"Reginald Heber Smith fellow, Duval County Legal Aid Association, Florida, 1969-1970<BR>Assistant public defender, Fourth Judicial Circuit, Florida, 1970-1972<BR>Private practice, Jacksonville, Florida, 1972-1979<BR>Judge, Circuit Court of Florida, Fourth Judicial Circuit, 1979-1993",
2989,Adams,John,R., ,,,1955,Orrville,OH, , , , , ,M,White,2989,"U. S. District Court, Northern District of Ohio",USDC,George W. Bush,Republican,,,01/07/2003,Qualified,,White,George Washington, ,01/07/2003, ,Reported With Recommendation,02/06/2003,1/29/2003,No,91/0,02/10/2003,02/12/2003,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bowling Green State University,B.S.,1978,University of Akron School of Law,J.D.,1983,,,,,,,,,,"Law clerk, Hon. W. F. Spicer, Summit County [Ohio] Court of Common Pleas, 1983-1984<br>Private practice, Ohio, 1984-1999<br>Assistant prosecutor, Summit County, Ohio, 1986-1989<br>Judge, Summit County [Ohio] Court of Common Pleas, 1999-2003<BR><BR>Nominated to U.S. District Court for the Northern District of Ohio, October 10, 2002; no Senate vote",
3295,Adamson,William,Charles, ,8,13,1854,Bowdon,GA,1,3,1929,New York,NY,M,White,3295,U. S. Customs Court,U. S. Customs Court,Reassignment,Reassignment,,,, ,,new, ,44 Stat. 669,, , ,, , , ,,05/28/1926,,,,,,01/20/1928,Retirement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bowdon College, Georgia",A.B.,1874,,,,,,,,,,,,,"Private practice, Carrollton, Georgia, 1876-1917, 1928-1929<br>Judge, Carrollton [Georgia] City Court, 1885-1889<br>City attorney, Carrollton, Georgia<br>U.S. representative from Georgia, 1897-1917","Member, Board of General Appraisers<br>Nominated by Woodrow Wilson on September 20, 1917, to a seat vacated by Henderson M. Somerville. Confirmed by the Senate on September 20, 1917, and received commission on September 24, 1917. Service terminated on May 28, 1926, due to reassignment."
2717,Adelman,Lynn,S., ,,,1939,Milwaukee,WI, , , , , ,M,White,2717,"U. S. District Court, Eastern District of Wisconsin",USDC,William J. Clinton,Democratic,,,09/08/1997,Qualified,,Curran,Thomas J., ,09/08/1997, ,Reported With Recommendation,11/06/1997,10/29/1997,Yes, ,11/13/1997,12/23/1997,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Princeton University,A.B.,1961,Columbia Law School,LL.B.,1965,,,,,,,,,,"Research assistant, Columbia University Law School, 1965-1966<BR>Law clerk, attorney Richard H. Kuh, 1966<BR>Trial attorney, Legal Aid Society of Wisconsin, 1967-1968<BR>Private practice, Milwaukee, Wisconsin, 1968-<BR>State senator, Wisconsin, 1977-1997",
13,Adkins,Jesse,Corcoran, ,4,13,1879,Knoxville,TN,3,29,1955,Washington,DC,M,White,13,U. S. District Court for the District of Columbia [Supreme Court of the District of Columbia],USDC,Herbert Hoover,Republican,,,06/06/1930, ,,Wheat,Alfred A., ,06/06/1930, ,Reported With Recommendation,06/16/1930, ,Yes, ,06/17/1930,06/17/1930,,,,,10/15/1946,03/29/1955,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georgetown College Law School (now Georgetown University Law Center),LL.B.,1899,Georgetown College Law School (now Georgetown University Law Center),LL.M.,1900,,,,,,,,,,"Assistant U.S. attorney, District of Columbia, 1905-1908<BR>Special assistant to the Attorney General of the United States, 1908-1911, 1914-1916<BR>Private practice, Washington, D.C., 1908-1911, 1916-1930<BR>Assistant attorney general, U.S. Department of Justice, 1911-1914<BR>Faculty, Georgetown University Law School, 1910-1945",
14,Adler,Simon,Louis, ,8,30,1867,Seneca Falls,NY,5,23,1934, , ,M,White,14,"U. S. District Court, Western District of New York",USDC,Calvin Coolidge,Republican,,,12/06/1927, ,05/19/1927,new, ,44 Stat. 1370,12/09/1927, ,Reported With Recommendation,01/16/1928, ,Yes, ,01/16/1928,01/16/1928,,,,,,05/23/1934,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cornell University,B.L.,1889,Harvard Law School, ,1892,,,,,,,,,,"Private practice, Rochester, New York, 1892-<BR>State assemblyman, New York, 1911-1926; majority leader, 1916-1926",
2927,Africk,Lance,M., ,,,1951,New York,NY, , , , , ,M,White,2927,"U. S. District Court, Eastern District of Louisiana",USDC,George W. Bush,Republican,,,01/23/2002,Well Qualified,,Clement,Edith Brown, ,, ,Reported With Recommendation,04/11/2002,3/19/2002,No,97/0,04/17/2002,04/17/2002,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of North Carolina,B.A.,1973,University of North Carolina School of Law,J.D.,1975,,,,,,,,,,"Law clerk, Hon. James Gulotta, Louisiana Court of Appeal, Fourth Judicial Circuit, 1975-1976<br>Private practice, Louisiana, 1976-1977, 1980-1982<br>Director, Career Criminal Bureau, Orleans Parish [Louisiana] District Attorney`s Office, 1977-1980<br>Assistant U.S. attorney, Eastern District of Louisiana, 1982-1990<br>Instructor, University of New Orleans, 1986-","U.S. Magistrate Judge, U.S. District Court, Eastern District of Louisiana, 1990-2002"
3174,Agee,G.,Steven, ,,,1952,Roanoke,VA, , , , , ,M,White,3174,U. S. Court of Appeals for the Fourth Circuit,USCA,George W. Bush,Republican,,,03/13/2008,Well Qualified,,Luttig,J. Michael, ,03/13/2008, ,Reported With Recommendation,05/15/2008,5/1/2008,No,96/0,05/20/2008,07/01/2008,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bridgewater College,B.A.,1974,University of Virginia School of Law,J.D.,1977,New York University School of Law,LL.M.,1978,,,,,,,"U.S. Army Reserve, 1986-1997<br>Private practice, Roanoke, Virginia, 1977-2000<br>State delegate, Virginia, 1982-1994<br>Judge, Court of Appeals of Virginia, 2001-2003<br>Justice, Supreme Court of Virginia, 2003-2008",
15,Aguilar,Robert,Peter, ,,,1931,Madera,CA, , , , , ,M,Hispanic,15,"U. S. District Court, Northern District of California",USDC,Jimmy Carter,Democratic,,,04/03/1980,Qualified,,new, ,92 Stat. 1629,04/15/1980, ,Reported With Recommendation,06/17/1980, ,Yes, ,06/18/1980,06/18/1980,,,,,04/15/1996,06/24/1996,Retirement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"University of California, Berkeley",B.A.,1954,"University of California, Berkeley, Boalt Hall School of Law",J.D.,1958,,,,,,,,,,"Private practice, San Jose, California, 1960-1979<BR>Judge, Superior Court of California, County of Santa Clara, 1979-1980<BR>",
2750,Aiken,Ann,L., ,,,1951,Salem,OR, , , , , ,F,White,2750,"U. S. District Court, District of Oregon",USDC,William J. Clinton,Democratic,,,01/07/1997,Qualified,,Redden,James A., ,01/07/1997, ,Reported With Recommendation,11/06/1997,10/28/1997,No,67/30,01/28/1998,02/04/1998,2009,2016,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Oregon,B.S.,1974,Rutgers University,M.A.,1976,University of Oregon School of Law,J.D.,1979,,,,,,,"Law clerk, Hon. Edwin Allen, Oregon Circuit Court, Lane County, 1979-1980<BR>Private practice, Oregon, 1980-1982, 1983-1988<BR>Fundraiser/field staff, Kulongoski for Governor, Oregon, 1982<BR>Chief clerk, Oregon House of Representatives, 1982-1983<BR>Judge, Oregon District Court, Lane County, 1988-1992<BR>Judge, Oregon Circuit Court, Lane County, 1992-1997<BR><BR>Nominated to U.S. District Court for the District of Oregon, November 27, 1995; no Senate vote",
16,Ainsworth,Robert,Andrew,Jr.,5,10,1910,Gulfport,MS,12,22,1981, , ,M,White,16,"U. S. District Court, Eastern District of Louisiana",USDC,John F. Kennedy,Democratic,,,09/14/1961, ,,new, ,75 Stat. 80,09/14/1961, ,Reported With Recommendation,09/20/1961, ,Yes, ,09/21/1961,09/22/1961,,,,,,08/31/1966,Appointment to Another Judicial Position,16,U. S. Court of Appeals for the Fifth Circuit,USCA,Lyndon B. Johnson,Democratic,,,06/28/1966,Exceptionally Well Qualified,,new, ,80 Stat. 75,06/28/1966, ,Reported With Recommendation,07/21/1966, ,Yes, ,07/22/1966,07/22/1966,,,,,,12/22/1981,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loyola University New Orleans School of Law,LL.B.,1932,,,,,,,,,,,,,"Private practice, New Orleans, Louisiana, 1932-1961<BR>U.S. Navy lieutenant, 1944<BR>State senator, Louisiana, 1952-1961; president pro tem, 1952-1956, 1960-1961",
17,Akerman,Alexander, , ,10,9,1869,Elberton,GA,8,21,1948, , ,M,White,17,"U. S. District Court, Southern District of Florida",USDC,Calvin Coolidge,Republican,,,01/19/1929, ,,new, ,45 Stat. 1081,01/19/1929, ,Reported With Recommendation,02/15/1929, ,Yes, ,02/15/1929,02/15/1929,,,,,10/08/1939,08/21/1948,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Read law, ,1892,,,,,,,,,,,,,"Private practice, Cartersville, Georgia, 1892-<BR>Referee in bankruptcy, Southern District of Georgia, 1898<BR>Assistant U.S. attorney, Southern District of Georgia, 1901-1912<BR>U.S. attorney for the Southern District of Georgia, 1912-1914<BR>Private practice, Kissimmee, Florida, 1914-1920<BR>Private practice, Orlando, Florida, 1920-1929<BR>",
18,Alaimo,Anthony,A., ,3,29,1920,"Termini, Sicily",Italy,12,30,2009,Brunswick,GA,M,White,18,"U. S. District Court, Southern District of Georgia",USDC,Richard M. Nixon,Republican,,,11/29/1971,Qualified,,new, ,84 Stat. 294,11/29/1971, ,Reported With Recommendation,12/02/1971, ,Yes, ,12/02/1971,12/09/1971,1976,1990,,,07/01/1991,12/30/2009,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ohio Northern University,B.A.,1940,Emory University School of Law,J.D.,1948,,,,,,,,,,"U.S. Army second lieutenant pilot, Air Corps, 1941-1945<BR>Private practice, Atlanta, Georgia, 1948-1957<BR>Private practice, Brunswick, Georgia, 1957-1971",
19,Alarcon,Arthur,Lawrence, ,8,14,1925,Los Angeles,CA,1,28,2015,Pacific Palisades,CA,M,Hispanic,19,U. S. Court of Appeals for the Ninth Circuit,USCA,Jimmy Carter,Democratic,,,08/28/1979,Qualified,,new, ,92 Stat. 1629,09/05/1979, ,Reported With Recommendation,10/30/1979, ,Yes, ,10/31/1979,11/02/1979,,,,,11/21/1992,01/28/2015,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Southern California,B.A.,1949,University of Southern California Law School,LL.B.,1951,,,,,,,,,,"U.S. Army staff sergeant, 1943-1946<BR>Deputy district attorney, Los Angeles County, California, 1952-1961<BR>Office of Gov. Edmund G. Brown, California, 1961-1964; legal advisor and clemency and extradition secretary, 1961-1962; executive assistant, 1962-1964<BR>Chairman of parole board, California, 1964<BR>Judge, Superior Court of California, County of Los Angeles, 1964-1978<BR>Associate justice, California Court of Appeal, Second District, 1978-1979<BR>Adjunct professor, Southwestern University School of Law, 1985-<BR>Adjunct professor, Loyola Marymount School of Law, 1993, 1994<BR>",
20,Albritton,William,Harold,III,,,1936,Andalusia,AL, , , , , ,M,White,20,"U. S. District Court, Middle District of Alabama",USDC,George H.W. Bush,Republican,,,03/11/1991,Well Qualified,,Dubina,Joel F., ,03/11/1991, ,Reported With Recommendation,05/09/1991, ,Yes, ,05/09/1991,05/14/1991,1998,2004,,,05/17/2004,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Alabama,B.A.,1959,University of Alabama School of Law,LL.B.,1960,,,,,,,,,,"U.S. Army captain, JAG Corps, 1960-1962<BR>U.S. Army Reserve, 1962-1968<BR>Private practice, Andalusia, Alabama, 1962-1991",
21,Aldisert,Ruggero,John, ,11,10,1919,Carnegie,PA,12,28,2014,Santa Barbara,CA,M,White,21,U. S. Court of Appeals for the Third Circuit,USCA,Lyndon B. Johnson,Democratic,,,07/17/1968,Well Qualified,,Staley,Austin Leander, ,07/17/1968, ,Reported With Recommendation,07/29/1968, ,Yes, ,07/29/1968,07/29/1968,1984,1986,,,12/31/1986,12/28/2014,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Pittsburgh,B.A.,1941,University of Pittsburgh School of Law,J.D.,1947,,,,,,,,,,"U.S. Marine Corps major, 1942-1946<BR>Private practice, Pittsburgh, Pennsylvania, 1947-1961<BR>Judge, Court of Common Pleas of Allegheny County [Pennsylvania], 1961-1968<BR>Adjunct professor, University of Pittsburgh School of Law, 1963-1986",
22,Aldrich,Ann, , ,6,28,1927,Providence,RI,5,2,2010,Cleveland,OH,F,White,22,"U. S. District Court, Northern District of Ohio",USDC,Jimmy Carter,Democratic,,,03/28/1980,Qualified,,new, ,92 Stat. 1629,03/28/1980, ,Reported With Recommendation,05/20/1980, ,Yes, ,05/21/1980,05/24/1980,,,,,05/12/1995,05/02/2010,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia University,B.A.,1948,New York University School of Law,LL.B.,1950,"University of Geneva, Switzerland, Institut des Hautes Etudes Internationale", ,1951,New York University School of Law,LL.M.,1964,New York University School of Law,J.S.D.,1967,"Attorney, general counsel`s staff, International Bank for Reconstruction and Development, Washington, D.C., 1951-1952<BR>Research assistant, Prof. Edmond N. Cahn, New York University Law School, 1952-1953<BR>Research assistant, Hon. Arthur T. Vanderbilt, Supreme Court of New Jersey, 1952-1953<BR>Private practice, Washington, D.C., 1952-1953<BR>Civilian attorney, Subic Bay Naval Station, Philippines, 1954-1956<BR>Attorney, general counsel`s staff, Federal Communications Commission, 1953-1960<BR>Private practice, Darien, Connecticut, 1961-1968 <BR>Professor of law, Cleveland State University, 1968-1980<BR>",
23,Aldrich,Bailey, , ,4,23,1907,Boston,MA,9,25,2002,Cambridge,MA,M,White,23,"U. S. District Court, District of Massachusetts",USDC,Dwight D. Eisenhower,Republican,,,04/01/1954, ,,new, ,68 Stat. 8,04/01/1954, ,Reported With Recommendation,04/22/1954, ,Yes, ,04/23/1954,04/27/1954,,,,,,09/14/1959,Appointment to Another Judicial Position,23,U. S. Court of Appeals for the First Circuit,USCA,Dwight D. Eisenhower,Republican,,,02/26/1959, ,,Magruder,Calvert, ,02/26/1959, ,Reported With Recommendation,09/08/1959, ,Yes, ,09/09/1959,09/10/1959,1965,1972,,,08/31/1972,09/25/2002,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harvard University,A.B.,1928,Harvard Law School,LL.B.,1932,,,,,,,,,,"Private practice, Boston, Massachusetts, 1932-1954",
24,Aldrich,Edgar, , ,2,5,1848,Pittsburg,NH,9,15,1921,Littleton,NH,M,White,24,"U. S. District Court, District of New Hampshire",USDC,Benjamin Harrison,Republican,,,02/16/1891, ,,Clark,Daniel, ,02/16/1891, ,Reported With Recommendation,02/20/1891, ,Yes, ,02/20/1891,02/20/1891,,,,,,09/15/1921,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Read law, ,1866,University of Michigan Law School,LL.B.,1868,,,,,,,,,,"Private practice, Colebrook, New Hampshire, 1868-1881<BR>Solicitor, Coos County, New Hampshire, 1872-1879<BR>Private practice, Littleton, New Hampshire, 1881-1889<BR>State representative, New Hampshire, 1884-1885",
