year,tract_name,geo_id,english_only_population_5_and_over,white,total_population,asian,adults_25_to_64_with_bachelors_degree,median_age,total_households,foreign_born_population,population_5_and_over,median_household_income,owner_occupied_homes_median_value,below_poverty_line,black,hispanic,state,county,tract
2014,"Census Tract 31.02, Sacramento County, California",14000US06067003102,1530,850,3012,296,1416,33.3,943,869,2810,49830,153700,652,227,3012,06,067,003102
2014,"Census Tract 32.02, Sacramento County, California",14000US06067003202,2370,1013,5097,1627,2577,36.3,1708,1610,4857,33766,97700,1563,416,5097,06,067,003202
2014,"Census Tract 32.03, Sacramento County, California",14000US06067003203,886,191,3293,1584,1553,28.4,723,1422,3000,37817,128900,865,304,3293,06,067,003203
2014,"Census Tract 32.04, Sacramento County, California",14000US06067003204,1698,628,5532,2572,2569,30.7,1505,2209,5212,33278,136000,2035,217,5532,06,067,003204
2014,"Census Tract 33, Sacramento County, California",14000US06067003300,2987,2034,3926,755,2067,49.8,1719,450,3725,69375,359900,348,204,3926,06,067,003300
2014,"Census Tract 34, Sacramento County, California",14000US06067003400,3054,1805,4610,816,2292,45.9,1846,707,4351,49681,343500,735,579,4610,06,067,003400
2014,"Census Tract 35.01, Sacramento County, California",14000US06067003501,1874,1221,2643,278,1507,42.4,1157,290,2481,45492,243400,586,137,2643,06,067,003501
2014,"Census Tract 35.02, Sacramento County, California",14000US06067003502,1641,1129,2699,478,1612,43.9,1273,649,2493,47961,200900,423,176,2699,06,067,003502
2014,"Census Tract 36, Sacramento County, California",14000US06067003600,1214,618,2834,375,1488,33.5,917,1004,2709,36113,133700,596,135,2834,06,067,003600
2014,"Census Tract 37, Sacramento County, California",14000US06067003700,1897,437,3987,707,2032,30.4,1275,913,3533,25725,108600,1392,703,3987,06,067,003700
2014,"Census Tract 38, Sacramento County, California",14000US06067003800,3396,1139,5629,966,2705,36,1757,1120,5263,51298,154500,1084,1452,5629,06,067,003800
2014,"Census Tract 39, Sacramento County, California",14000US06067003900,2931,1556,3597,724,1883,45,1562,205,3356,65926,336500,127,251,3597,06,067,003900
2014,"Census Tract 40.01, Sacramento County, California",14000US06067004001,3890,1823,4906,1427,2613,50.6,2522,642,4800,55076,288200,391,592,4906,06,067,004001
2014,"Census Tract 40.04, Sacramento County, California",14000US06067004004,4333,2961,6195,1864,3327,48.4,2457,1094,5996,89181,317200,226,334,6195,06,067,004004
2014,"Census Tract 40.05, Sacramento County, California",14000US06067004005,3620,2015,4558,801,2103,49.7,1992,704,4454,63558,353700,536,622,4558,06,067,004005
2014,"Census Tract 40.06, Sacramento County, California",14000US06067004006,3581,1641,4853,986,2520,36.4,2221,449,4585,49005,326600,495,1072,4853,06,067,004006
2014,"Census Tract 40.08, Sacramento County, California",14000US06067004008,2494,1718,3669,815,2027,43.3,1509,526,3454,78946,282500,335,269,3669,06,067,004008
2014,"Census Tract 40.09, Sacramento County, California",14000US06067004009,3564,1737,5127,1346,2989,38.5,2149,921,4732,76313,302400,210,941,5127,06,067,004009
2014,"Census Tract 40.10, Sacramento County, California",14000US06067004010,3538,1238,4930,1113,2761,37.9,2365,914,4663,53301,274000,558,1532,4930,06,067,004010
2014,"Census Tract 40.11, Sacramento County, California",14000US06067004011,2257,1132,3194,1196,1884,49.4,1417,668,3056,97768,475900,212,472,3194,06,067,004011
2014,"Census Tract 40.12, Sacramento County, California",14000US06067004012,2438,1346,3372,1057,1915,44.8,1343,499,3212,109213,447900,138,248,3372,06,067,004012
2014,"Census Tract 41, Sacramento County, California",14000US06067004100,1869,1061,4850,1525,2151,32.4,1529,1472,4283,27337,159700,2023,546,4850,06,067,004100
2014,"Census Tract 42.01, Sacramento County, California",14000US06067004201,2674,1161,5353,957,2693,34.8,1608,1407,5020,46357,158500,1227,1213,5353,06,067,004201
2014,"Census Tract 42.02, Sacramento County, California",14000US06067004202,2559,700,5317,1042,2232,33.3,1542,1370,4855,33068,144000,1588,963,5317,06,067,004202
2014,"Census Tract 42.03, Sacramento County, California",14000US06067004203,2284,880,5337,845,2400,26.2,1491,1434,4802,26316,149100,2458,1035,5337,06,067,004203
2014,"Census Tract 43, Sacramento County, California",14000US06067004300,3920,1380,9655,1999,4732,27.9,2378,3571,8944,45223,159700,2280,1762,9655,06,067,004300
2014,"Census Tract 44.01, Sacramento County, California",14000US06067004401,1817,626,3749,499,1977,36.9,1301,1018,3446,32996,109100,1194,754,3749,06,067,004401
2014,"Census Tract 44.02, Sacramento County, California",14000US06067004402,1922,657,4866,1000,2352,27.9,1302,1622,4323,31574,102200,2419,490,4866,06,067,004402
2014,"Census Tract 45.01, Sacramento County, California",14000US06067004501,824,187,3232,1301,1705,31.7,1021,1525,2843,25468,95600,1529,205,3232,06,067,004501
2014,"Census Tract 45.02, Sacramento County, California",14000US06067004502,2516,901,4541,375,2295,31,1622,1229,4209,24214,42900,1762,1177,4541,06,067,004502
2014,"Census Tract 46.01, Sacramento County, California",14000US06067004601,3234,1366,7456,1079,3585,29.3,2337,2290,6825,25668,102000,2975,813,7456,06,067,004601
2014,"Census Tract 46.02, Sacramento County, California",14000US06067004602,2044,1187,4681,360,2441,32,1483,1448,4243,32522,100100,1530,547,4681,06,067,004602
2014,"Census Tract 47.01, Sacramento County, California",14000US06067004701,1443,495,3615,726,1633,28.6,1114,1070,3277,22606,144700,1930,360,3615,06,067,004701
2014,"Census Tract 47.02, Sacramento County, California",14000US06067004702,2047,541,5105,920,2310,26.7,1493,1537,4638,30655,144700,1739,888,5105,06,067,004702
2014,"Census Tract 48.01, Sacramento County, California",14000US06067004801,2264,881,5675,2656,2893,36.6,1588,2104,5241,33264,126500,1762,620,5675,06,067,004801
2014,"Census Tract 48.02, Sacramento County, California",14000US06067004802,1937,885,4680,1427,2155,27.6,1400,1600,4408,35282,143100,1714,635,4680,06,067,004802
2014,"Census Tract 49.03, Sacramento County, California",14000US06067004903,2666,867,6887,2570,3281,28.1,1948,2367,6314,31967,125000,2726,1598,6887,06,067,004903
2014,"Census Tract 49.04, Sacramento County, California",14000US06067004904,3382,1571,6024,1208,2845,32.1,1809,1387,5467,45559,155900,1061,815,6024,06,067,004904
2014,"Census Tract 49.05, Sacramento County, California",14000US06067004905,3214,824,7182,705,3206,30.6,2264,2311,6007,27500,160100,2603,1797,7182,06,067,004905
2014,"Census Tract 49.06, Sacramento County, California",14000US06067004906,1592,461,3047,694,1619,36.1,874,955,2827,43273,117500,830,850,3047,06,067,004906
2014,"Census Tract 50.01, Sacramento County, California",14000US06067005001,3247,1188,8785,2242,4156,32,2338,3275,7777,39845,148600,2210,1339,8785,06,067,005001
2014,"Census Tract 50.02, Sacramento County, California",14000US06067005002,3302,1522,6125,1163,3061,36,2434,1461,5599,25510,91900,2002,1336,6125,06,067,005002
2014,"Census Tract 51.01, Sacramento County, California",14000US06067005101,2249,1128,4894,1119,2396,31,1362,1453,4332,35467,136100,1838,788,4894,06,067,005101
2014,"Census Tract 51.02, Sacramento County, California",14000US06067005102,2695,1653,5054,1254,2562,36.3,1667,1088,4625,47326,93000,925,464,5054,06,067,005102
2014,"Census Tract 52.01, Sacramento County, California",14000US06067005201,2056,1307,3389,351,780,21,854,562,3239,16739,,706,503,3389,06,067,005201
2014,"Census Tract 52.02, Sacramento County, California",14000US06067005202,2939,2338,3553,109,1487,32.5,1428,260,3445,58583,260000,682,200,3553,06,067,005202
2014,"Census Tract 52.04, Sacramento County, California",14000US06067005204,3414,2926,4473,317,2246,41.9,1883,539,4221,72422,266300,400,138,4473,06,067,005204
2014,"Census Tract 52.05, Sacramento County, California",14000US06067005205,1585,1123,2121,174,947,36.4,923,172,1994,25453,24900,891,334,2121,06,067,005205
2014,"Census Tract 53.01, Sacramento County, California",14000US06067005301,762,260,1052,13,574,30.2,268,112,949,12337,190000,662,314,1052,06,067,005301
2014,"Census Tract 54.02, Sacramento County, California",14000US06067005402,1923,1445,2593,236,1201,27.2,1416,387,2550,35938,,858,255,2593,06,067,005402
2014,"Census Tract 54.03, Sacramento County, California",14000US06067005403,1633,1691,2268,173,792,56,1238,417,2242,71736,329400,379,97,2268,06,067,005403
2014,"Census Tract 54.04, Sacramento County, California",14000US06067005404,4200,3870,5277,471,2458,44.9,2723,493,5085,68482,619700,710,51,5277,06,067,005404
2014,"Census Tract 55.02, Sacramento County, California",14000US06067005502,2735,1737,5124,392,2747,31.3,1949,1245,4746,30855,149200,1597,570,5124,06,067,005502
2014,"Census Tract 55.05, Sacramento County, California",14000US06067005505,2773,1988,4986,371,2706,32.6,2105,1146,4448,33204,167100,1835,823,4986,06,067,005505
2014,"Census Tract 55.06, Sacramento County, California",14000US06067005506,1636,962,2775,153,1486,27.2,1194,571,2533,29063,168200,825,453,2775,06,067,005506
2014,"Census Tract 55.08, Sacramento County, California",14000US06067005508,2552,2010,3441,364,2031,33.2,1789,432,3256,47953,137900,764,317,3441,06,067,005508
2014,"Census Tract 55.09, Sacramento County, California",14000US06067005509,895,542,1706,183,931,26.1,837,473,1586,37681,115300,428,282,1706,06,067,005509
2014,"Census Tract 55.10, Sacramento County, California",14000US06067005510,2628,1744,4084,437,2374,29.6,2405,801,3888,35438,112900,899,757,4084,06,067,005510
2014,"Census Tract 56.01, Sacramento County, California",14000US06067005601,3476,3115,4852,285,2246,44.1,2206,618,4310,38319,172400,1112,691,4852,06,067,005601
2014,"Census Tract 56.05, Sacramento County, California",14000US06067005605,2046,1509,3272,111,1634,31.7,1303,542,2916,39622,174000,973,103,3272,06,067,005605
2014,"Census Tract 56.06, Sacramento County, California",14000US06067005606,3363,3011,4230,315,2581,39,1789,460,3993,63872,292400,458,148,4230,06,067,005606
2014,"Census Tract 57.01, Sacramento County, California",14000US06067005701,2306,1892,2825,324,1456,49.5,1213,300,2689,85536,295000,187,23,2825,06,067,005701
2014,"Census Tract 57.02, Sacramento County, California",14000US06067005702,3982,3833,4936,359,2532,43.3,1869,389,4654,125521,531500,103,52,4936,06,067,005702
2014,"Census Tract 58.01, Sacramento County, California",14000US06067005801,4440,4453,5437,202,2926,45.6,2320,388,4968,67411,300400,319,93,5437,06,067,005801
2014,"Census Tract 58.03, Sacramento County, California",14000US06067005803,2993,2853,3545,185,1639,50.6,1434,249,3461,100750,581800,71,6,3545,06,067,005803
2014,"Census Tract 58.04, Sacramento County, California",14000US06067005804,2239,2117,2619,222,1286,51.3,1119,217,2474,93813,577300,62,0,2619,06,067,005804
2014,"Census Tract 59.01, Sacramento County, California",14000US06067005901,5219,4564,6123,332,2977,48.4,2316,758,5928,78776,283900,573,354,6123,06,067,005901
2014,"Census Tract 59.03, Sacramento County, California",14000US06067005903,1654,1365,2156,255,1334,35.9,1057,322,2048,34226,342400,433,194,2156,06,067,005903
2014,"Census Tract 59.04, Sacramento County, California",14000US06067005904,3868,3838,4968,47,2706,38,2064,298,4486,55082,278100,558,129,4968,06,067,005904
2014,"Census Tract 60.02, Sacramento County, California",14000US06067006002,3263,2863,4304,44,2447,37,1881,450,4138,44073,230200,941,123,4304,06,067,006002
2014,"Census Tract 60.03, Sacramento County, California",14000US06067006003,3041,2847,4697,199,2583,37,1760,1009,4348,42333,221300,1084,225,4697,06,067,006003
2014,"Census Tract 60.04, Sacramento County, California",14000US06067006004,2049,1989,2474,173,1372,46.6,1030,175,2345,62214,278300,293,101,2474,06,067,006004
2014,"Census Tract 61.01, Sacramento County, California",14000US06067006101,3311,3248,4712,166,2691,42.7,1993,611,4257,30405,228400,1720,493,4712,06,067,006101
2014,"Census Tract 61.02, Sacramento County, California",14000US06067006102,2443,2201,3784,261,2030,42.3,1719,674,3548,34970,246700,856,686,3784,06,067,006102
2014,"Census Tract 62.01, Sacramento County, California",14000US06067006201,3351,2151,5775,333,2779,31.3,2427,1079,5081,26062,193600,2621,1194,5775,06,067,006201
2014,"Census Tract 62.02, Sacramento County, California",14000US06067006202,2308,1741,3536,127,1891,35.4,1506,513,3280,22440,96500,1765,325,3536,06,067,006202
2014,"Census Tract 63, Sacramento County, California",14000US06067006300,2849,1966,5432,450,3008,36,1604,1385,4934,30915,115500,2142,575,5432,06,067,006300
2014,"Census Tract 64, Sacramento County, California",14000US06067006400,2815,2006,4829,281,2460,32,1717,1152,4492,31309,88600,1595,454,4829,06,067,006400
2014,"Census Tract 65, Sacramento County, California",14000US06067006500,3155,1226,6374,843,3021,27.3,1967,1525,5778,29913,151800,2571,1272,6374,06,067,006500
2014,"Census Tract 66, Sacramento County, California",14000US06067006600,3259,1595,6306,836,3315,30.2,1966,1529,5646,29012,118000,2404,1186,6306,06,067,006600
2014,"Census Tract 67.01, Sacramento County, California",14000US06067006701,3841,1689,9480,2270,4311,26.3,2524,2720,8836,44985,148700,1900,924,9480,06,067,006701
2014,"Census Tract 67.02, Sacramento County, California",14000US06067006702,2302,1034,6535,1354,2927,26.6,1796,2120,5906,33030,129500,2866,1258,6535,06,067,006702
2014,"Census Tract 68, Sacramento County, California",14000US06067006800,3312,1139,8275,697,3776,25.9,2161,2501,7246,26713,87100,3533,972,8275,06,067,006800
2014,"Census Tract 69, Sacramento County, California",14000US06067006900,2924,1937,4133,341,2361,42.3,1876,561,3934,29948,190100,1268,789,4133,06,067,006900
2014,"Census Tract 70.01, Sacramento County, California",14000US06067007001,1810,1010,4694,542,2188,27.8,1182,1266,4088,40433,145300,1858,115,4694,06,067,007001
2014,"Census Tract 70.04, Sacramento County, California",14000US06067007004,3605,1314,6786,525,3681,28,2588,1774,6295,37921,166400,1979,1326,6786,06,067,007004
2014,"Census Tract 70.07, Sacramento County, California",14000US06067007007,2205,1236,5511,364,2813,34.1,1655,1800,5125,51901,124200,1325,534,5511,06,067,007007
2014,"Census Tract 70.10, Sacramento County, California",14000US06067007010,2567,1696,3644,506,2269,29.9,1835,546,3494,52099,269200,666,357,3644,06,067,007010
2014,"Census Tract 70.11, Sacramento County, California",14000US06067007011,3639,1420,6136,794,3128,26.9,2315,1055,5581,47076,176300,1380,929,6136,06,067,007011
2014,"Census Tract 70.12, Sacramento County, California",14000US06067007012,2341,1133,3350,218,1973,38.4,1401,441,3186,52639,160500,690,525,3350,06,067,007012
2014,"Census Tract 70.13, Sacramento County, California",14000US06067007013,1518,732,2840,258,1582,32.4,993,682,2625,62396,145300,433,468,2840,06,067,007013
2014,"Census Tract 70.14, Sacramento County, California",14000US06067007014,4488,2088,7200,401,4017,30.5,2548,1259,6910,52162,160300,1406,1301,7200,06,067,007014
2014,"Census Tract 70.15, Sacramento County, California",14000US06067007015,2628,1693,4385,732,2360,36.2,1883,1106,3962,60054,264200,766,807,4385,06,067,007015
2014,"Census Tract 70.16, Sacramento County, California",14000US06067007016,2525,1338,5201,1510,3039,31,1720,1566,4692,79259,246400,771,820,5201,06,067,007016
2014,"Census Tract 70.17, Sacramento County, California",14000US06067007017,1951,1140,2778,499,1757,31.4,1052,344,2554,85287,222700,173,253,2778,06,067,007017
2014,"Census Tract 70.18, Sacramento County, California",14000US06067007018,2649,1422,4889,1732,3212,31.2,2049,1430,4604,62759,190900,313,161,4889,06,067,007018
2014,"Census Tract 70.19, Sacramento County, California",14000US06067007019,544,167,976,182,608,27.5,433,263,926,32470,,309,230,976,06,067,007019
2014,"Census Tract 70.20, Sacramento County, California",14000US06067007020,2990,2221,4713,823,2763,34.6,1732,775,4223,82714,251500,567,224,4713,06,067,007020
2014,"Census Tract 71.01, Sacramento County, California",14000US06067007101,156,152,160,0,110,33.3,82,0,160,110473,293200,0,8,160,06,067,007101
2014,"Census Tract 71.02, Sacramento County, California",14000US06067007102,4584,3016,7690,2501,4045,41.9,2959,1756,7092,75625,274600,666,910,7690,06,067,007102
2014,"Census Tract 71.03, Sacramento County, California",14000US06067007103,2856,1170,4688,1182,3018,31,1736,1185,4358,69286,214400,224,585,4688,06,067,007103
2014,"Census Tract 71.04, Sacramento County, California",14000US06067007104,4900,2773,8298,2097,4634,30.9,2661,1856,7625,86698,249000,526,924,8298,06,067,007104
2014,"Census Tract 71.05, Sacramento County, California",14000US06067007105,3502,1951,6821,1765,4292,32.6,2223,2210,6345,62798,210000,966,791,6821,06,067,007105
2014,"Census Tract 71.06, Sacramento County, California",14000US06067007106,3572,2107,8318,3451,4190,32.3,2195,2567,7828,94010,312300,325,581,8318,06,067,007106
2014,"Census Tract 71.07, Sacramento County, California",14000US06067007107,1830,1158,3287,765,2130,39.6,1253,865,3147,90396,290500,179,571,3287,06,067,007107
2014,"Census Tract 72.02, Sacramento County, California",14000US06067007202,2344,2149,3975,610,1862,36.1,1306,710,3631,55516,223100,518,65,3975,06,067,007202
2014,"Census Tract 72.04, Sacramento County, California",14000US06067007204,2622,2263,4771,699,2566,32.4,1459,1054,4419,55084,157000,768,478,4771,06,067,007204
2014,"Census Tract 72.06, Sacramento County, California",14000US06067007206,2932,3083,4313,222,2280,38.1,1261,806,4085,61925,168800,429,71,4313,06,067,007206
2014,"Census Tract 72.07, Sacramento County, California",14000US06067007207,2869,2988,4010,196,2117,38.2,1348,550,3770,53365,204900,310,61,4010,06,067,007207
2014,"Census Tract 72.08, Sacramento County, California",14000US06067007208,3350,2988,4198,159,2323,36.1,1395,392,3969,45284,167700,1043,308,4198,06,067,007208
2014,"Census Tract 72.09, Sacramento County, California",14000US06067007209,2915,2641,3632,113,2096,41.4,1230,238,3318,46641,158400,915,23,3632,06,067,007209
2014,"Census Tract 73.01, Sacramento County, California",14000US06067007301,3392,2372,5297,383,2659,27.8,1665,892,4867,34397,109100,1512,753,5297,06,067,007301
2014,"Census Tract 74.02, Sacramento County, California",14000US06067007402,3811,3570,6516,339,3345,34.9,2091,1345,6160,49577,153600,1538,673,6516,06,067,007402
2014,"Census Tract 74.03, Sacramento County, California",14000US06067007403,2969,2570,4864,269,2502,30.7,1354,1145,4540,42689,133200,1259,634,4864,06,067,007403
2014,"Census Tract 74.06, Sacramento County, California",14000US06067007406,4822,4261,8225,778,3931,32.5,2530,1958,7448,41771,155900,1373,511,8225,06,067,007406
2014,"Census Tract 74.13, Sacramento County, California",14000US06067007413,3279,3339,5875,311,2821,36,2142,1618,5507,40511,115500,1595,816,5875,06,067,007413
2014,"Census Tract 74.14, Sacramento County, California",14000US06067007414,2792,2344,4153,321,2113,30,1424,784,3841,45000,150700,924,413,4153,06,067,007414
2014,"Census Tract 74.15, Sacramento County, California",14000US06067007415,2365,1704,3030,92,1527,42.9,1131,318,2848,58802,178100,583,200,3030,06,067,007415
2014,"Census Tract 74.16, Sacramento County, California",14000US06067007416,2809,2671,4201,230,2362,39.6,1515,682,3893,51370,132600,568,162,4201,06,067,007416
2014,"Census Tract 74.17, Sacramento County, California",14000US06067007417,1632,2157,3298,381,1759,35,908,1257,3137,59167,191700,291,238,3298,06,067,007417
2014,"Census Tract 74.21, Sacramento County, California",14000US06067007421,4877,5587,9017,1325,4619,31.7,2681,2628,8416,82726,231300,559,488,9017,06,067,007421
2014,"Census Tract 74.22, Sacramento County, California",14000US06067007422,1261,1574,2691,138,1372,28.8,878,790,2296,37917,156100,744,65,2691,06,067,007422
2014,"Census Tract 74.23, Sacramento County, California",14000US06067007423,2719,1503,4984,137,2525,26.9,1898,1349,4494,25450,116800,2299,1016,4984,06,067,007423
2014,"Census Tract 74.24, Sacramento County, California",14000US06067007424,2146,2026,3712,107,1766,28.9,1266,945,3374,32431,142100,1158,623,3712,06,067,007424
2014,"Census Tract 74.26, Sacramento County, California",14000US06067007426,1779,1352,2409,227,1180,29.1,774,235,2241,54091,163400,567,153,2409,06,067,007426
2014,"Census Tract 74.27, Sacramento County, California",14000US06067007427,4122,4826,7397,296,3735,31,2241,1933,6642,51788,192400,1548,331,7397,06,067,007427
2014,"Census Tract 74.28, Sacramento County, California",14000US06067007428,2455,2152,3665,222,2090,34.2,1310,590,3313,61786,158400,567,380,3665,06,067,007428
2014,"Census Tract 74.29, Sacramento County, California",14000US06067007429,2841,3002,5224,355,2874,29.2,1761,1435,4685,41637,171600,1283,388,5224,06,067,007429
2014,"Census Tract 74.30, Sacramento County, California",14000US06067007430,5007,4451,7814,684,4165,33,2389,1901,7245,56821,215500,1457,737,7814,06,067,007430
2014,"Census Tract 74.31, Sacramento County, California",14000US06067007431,2014,1631,3225,496,1795,33.7,1028,828,3020,67500,223100,125,243,3225,06,067,007431
2014,"Census Tract 74.32, Sacramento County, California",14000US06067007432,3611,3639,5615,120,3023,32.1,1495,1073,5272,83750,194500,338,694,5615,06,067,007432
2014,"Census Tract 74.33, Sacramento County, California",14000US06067007433,3924,3949,8354,1655,4093,31.3,2662,2969,7755,60455,223200,858,1018,8354,06,067,007433
2014,"Census Tract 75.01, Sacramento County, California",14000US06067007501,3738,3244,5989,252,2886,31.2,2262,1180,5430,34069,165000,1664,343,5989,06,067,007501
2014,"Census Tract 75.03, Sacramento County, California",14000US06067007503,2958,2802,5218,566,2741,33.3,1973,1642,4804,44806,171400,1602,737,5218,06,067,007503
2014,"Census Tract 75.04, Sacramento County, California",14000US06067007504,1489,1341,1982,49,1077,42.2,740,301,1899,48906,305700,322,96,1982,06,067,007504
2014,"Census Tract 76.01, Sacramento County, California",14000US06067007601,5404,4506,6920,239,3701,37.9,2851,1022,6630,46673,284000,1115,482,6920,06,067,007601
2014,"Census Tract 76.02, Sacramento County, California",14000US06067007602,4022,3468,4907,190,2822,40.6,2024,518,4684,41977,235300,1120,294,4907,06,067,007602
2014,"Census Tract 77.01, Sacramento County, California",14000US06067007701,4697,4779,6317,189,3380,36.3,2485,874,5783,52487,283700,1631,437,6317,06,067,007701
2014,"Census Tract 77.02, Sacramento County, California",14000US06067007702,3230,3117,4119,285,2054,49.1,1889,487,3903,77614,368000,249,96,4119,06,067,007702
2014,"Census Tract 78.01, Sacramento County, California",14000US06067007801,4598,4120,5805,351,3005,41.2,2362,839,5562,46000,336500,1027,378,5805,06,067,007801
2014,"Census Tract 78.02, Sacramento County, California",14000US06067007802,4139,3679,5305,240,2954,46.1,2106,579,4998,49380,376200,821,571,5305,06,067,007802
2014,"Census Tract 79.03, Sacramento County, California",14000US06067007903,4172,3425,4729,139,2366,41.4,1853,335,4440,65817,258800,658,200,4729,06,067,007903
2014,"Census Tract 79.04, Sacramento County, California",14000US06067007904,4177,4188,5059,75,2696,41.2,1853,453,4795,73277,232100,599,137,5059,06,067,007904
2014,"Census Tract 79.05, Sacramento County, California",14000US06067007905,3516,3356,4350,200,2155,45.4,1766,478,4117,71813,337200,345,90,4350,06,067,007905
2014,"Census Tract 79.06, Sacramento County, California",14000US06067007906,2863,2751,3558,229,2017,41.9,1559,306,3316,61360,314200,275,51,3558,06,067,007906
2014,"Census Tract 80.05, Sacramento County, California",14000US06067008005,3851,3841,4515,91,2415,51,1773,378,4312,101250,361300,284,45,4515,06,067,008005
2014,"Census Tract 80.06, Sacramento County, California",14000US06067008006,5051,4764,5653,202,2771,48.8,2340,376,5504,71791,405600,291,128,5653,06,067,008006
2014,"Census Tract 80.07, Sacramento County, California",14000US06067008007,2130,2189,3035,109,1506,40.4,1352,587,2756,51439,309900,812,139,3035,06,067,008007
2014,"Census Tract 80.08, Sacramento County, California",14000US06067008008,4351,3857,4901,142,2700,45.3,1887,364,4741,79099,342500,667,74,4901,06,067,008008
2014,"Census Tract 80.09, Sacramento County, California",14000US06067008009,3733,3676,4574,165,2593,45.9,1909,393,4352,67614,395200,536,70,4574,06,067,008009
2014,"Census Tract 80.10, Sacramento County, California",14000US06067008010,3752,3909,4962,583,2904,42.5,2020,857,4571,72542,313100,752,26,4962,06,067,008010
2014,"Census Tract 81.11, Sacramento County, California",14000US06067008111,5015,4918,6333,255,3371,40.4,2212,636,6001,62753,178500,615,17,6333,06,067,008111
2014,"Census Tract 81.13, Sacramento County, California",14000US06067008113,2948,2825,3776,67,2098,35.5,1426,401,3541,48794,145300,578,7,3776,06,067,008113
2014,"Census Tract 81.17, Sacramento County, California",14000US06067008117,1915,1659,2190,77,1233,40.7,796,104,2050,60673,198200,85,178,2190,06,067,008117
2014,"Census Tract 81.19, Sacramento County, California",14000US06067008119,4296,4026,5459,142,3062,43.9,2075,576,5174,71319,218600,668,16,5459,06,067,008119
2014,"Census Tract 81.20, Sacramento County, California",14000US06067008120,3442,3195,4560,192,2561,32.7,1875,453,4186,49189,216400,514,177,4560,06,067,008120
2014,"Census Tract 81.22, Sacramento County, California",14000US06067008122,2757,2641,3578,213,1845,44.7,1459,608,3397,61921,338600,277,81,3578,06,067,008122
2014,"Census Tract 81.24, Sacramento County, California",14000US06067008124,3592,3523,4222,26,2458,47.1,1557,504,4135,81318,240600,610,47,4222,06,067,008124
2014,"Census Tract 81.25, Sacramento County, California",14000US06067008125,4018,3961,5223,141,3207,39.8,2023,624,5001,60657,202100,796,2,5223,06,067,008125
2014,"Census Tract 81.27, Sacramento County, California",14000US06067008127,4293,3664,5512,139,2741,30.1,1698,616,5157,58713,170500,1388,51,5512,06,067,008127
2014,"Census Tract 81.28, Sacramento County, California",14000US06067008128,1845,1693,2250,55,1156,42.2,930,254,2175,48077,161300,176,87,2250,06,067,008128
2014,"Census Tract 81.29, Sacramento County, California",14000US06067008129,2440,2417,3486,118,1711,37.2,1267,596,3192,46875,162000,832,78,3486,06,067,008129
2014,"Census Tract 81.30, Sacramento County, California",14000US06067008130,2952,2394,3765,223,2032,33.4,1363,378,3408,65651,153200,916,222,3765,06,067,008130
2014,"Census Tract 81.31, Sacramento County, California",14000US06067008131,4015,3612,4826,152,2547,41.3,2146,359,4434,38849,159600,990,207,4826,06,067,008131
2014,"Census Tract 81.32, Sacramento County, California",14000US06067008132,3056,2930,3679,59,1847,51.9,1465,369,3569,57434,159200,60,58,3679,06,067,008132
2014,"Census Tract 81.33, Sacramento County, California",14000US06067008133,1838,2057,2634,40,1372,32.4,1163,478,2411,27349,96100,752,106,2634,06,067,008133
2014,"Census Tract 81.34, Sacramento County, California",14000US06067008134,3879,3149,4942,140,2535,32.4,1915,493,4587,47799,201600,774,400,4942,06,067,008134
2014,"Census Tract 81.35, Sacramento County, California",14000US06067008135,3469,2805,4166,118,1939,42,2070,457,4006,36683,168900,551,179,4166,06,067,008135
2014,"Census Tract 81.36, Sacramento County, California",14000US06067008136,1641,1758,2179,136,1248,42.6,1078,386,2097,49388,220200,192,72,2179,06,067,008136
2014,"Census Tract 81.37, Sacramento County, California",14000US06067008137,1502,2102,2500,41,1147,38.1,958,634,2258,48417,233800,528,34,2500,06,067,008137
2014,"Census Tract 81.38, Sacramento County, California",14000US06067008138,2597,2385,3704,57,2047,38.7,1337,762,3497,61229,225600,508,72,3704,06,067,008138
2014,"Census Tract 81.39, Sacramento County, California",14000US06067008139,2589,2336,3391,79,1887,33.4,1660,518,3178,37833,158900,511,42,3391,06,067,008139
2014,"Census Tract 81.40, Sacramento County, California",14000US06067008140,1949,1719,2364,118,1529,39.1,1015,246,2296,53785,211700,308,95,2364,06,067,008140
2014,"Census Tract 81.41, Sacramento County, California",14000US06067008141,4713,4431,7381,192,4403,32.2,2484,1721,6877,38870,190100,2274,560,7381,06,067,008141
2014,"Census Tract 81.42, Sacramento County, California",14000US06067008142,2668,2285,3309,102,1922,35.3,1410,332,3057,46786,197500,393,286,3309,06,067,008142
2014,"Census Tract 81.43, Sacramento County, California",14000US06067008143,3050,2698,3930,90,2169,33.5,1640,320,3608,49107,215100,581,181,3930,06,067,008143
2014,"Census Tract 81.44, Sacramento County, California",14000US06067008144,2146,2085,2699,46,1508,38.5,973,291,2593,78750,239400,118,15,2699,06,067,008144
2014,"Census Tract 81.45, Sacramento County, California",14000US06067008145,6200,6585,8007,157,4327,39,2652,924,7512,71591,254600,585,70,8007,06,067,008145
2014,"Census Tract 82.03, Sacramento County, California",14000US06067008203,4131,4088,4922,128,2704,46.4,1779,511,4793,62225,275200,645,62,4922,06,067,008203
